Text,Sentiment
"The media could not be loaded.
                



 Editing any images takes min 2min time to save the work . Post editing need to hit ✓ icon for 15+times then only system accepts ok and then to save ,need to press Save icon for 15+times so can it be saved ....Raised and Escalated to OnePlus care and Amazon India both long time ago but they are keeping mum .Video footage to explain the issue is hereby enclosed",Positive
Finger print reader needs to be improved,Neutral
It's like a very good phone for gaming and photo purposes and unlike OnePlus 2T and others ITS VERYYY GOOD AND WORTH THE MONEY,Positive
"Phone built, performance, battery life everything is great. Phone is great except display which is non amoled. If you are ok with it then it's great chy for you",Positive
Superb phone but heating issue,Positive
"Overall performance is not up tonthe mark. Observed heat issues when talking more than 10 mins. Mobiles restarts randomly, display quality is not upto the mark. Redmi mobiles are far better than one plus. Over all its slwn average mobile. Not at all recommend",Positive
हेमराज भाई काम नहीं करता है एक ही खत्म हो जाती है,Neutral
"One of the best phone in this price. Camera quality is good, however bit expensive then compitition. Moto is also good option and comes with 1000 less.",Positive
Finshing is very good its look good,Positive
do not hesitate to buy this phone this OnePlus Nord ce2 is an excellent phone 📱,Positive
The dislike part is that sometimes the volume buttons doesn't work.,Neutral
Nice phone,Positive
Battery life was not satisfied,Negative
Good user experience.,Positive
Fingerprint reader is good,Positive
I like the way the phone detects the fingure print . It has the best capture quality . Altogether it's the best product I have purchased from the amazon,Positive
"I never thought that I could get such a good phone in this price point, there are so many negative comments in the review section that I was scared that what if by mistake I got the product damaged etc.... but Now there is nothing like that, the device is absolutely fine and in this price segment none can beat this device and everything is better than any other brand price point… well have a nice day 😉😉😉",Positive
It's camera is the worst partCan only take decent image it's like a cheap mobile not 25k it's not worth 25k . I will suggest u go either with OnePlus Nord 2t or Samsung's iqoo etc,Negative
Worst product don't buy it just looks are good and all other things are very bad camera quality is like samsung j7 so don't buy it not at all value for money please don't buy it at all,Negative
I have been using this mobile from last 5 months i would say this is best budget phone in 25K. The best and important features of this 65W changer you don't need to worry about charging your mobile it's like blink and you will find your mobile charged in 30 minutes of time.,Positive
"Average phone . Too many bugs in the phone.But you can charge it 0%-100% around 35 minutes max.Password, or Pin, or face lock feature available for turn off the mobile.",Positive
"The media could not be loaded.
                



 Awesome phone!!",Positive
This mid range phone has got superfast UI and refresh rate really high. No hang problem during multitasking over various apps. The camera quality is excellent gives signature one plus clicks,Positive
"The media could not be loaded.
                



 Nice product",Positive
Battery life is very good . You can use whole day. 10/10Finger  8/10Display 9/10Camera 9/10Front camera 8/10Charging 10/10,Positive
"Canvas AOD mood not available in this phone, battry performance also not good always getting some error over scree currently i am receiving this screen not available, previously i was facing frequently wifi disconnect issue, there are many more issue i can't write every issue, i was not expecting there issue in OnePlus phone.",Positive
Dont expect too many feature. Just go for the quality. Quality of the product and experience is worth the prize.,Positive
"Not the best in the segment but good enough considering one plus phone.Pros: Awesome display, Smooth performance, Really fast charging( 15 to 100 in 25 min), Decent battery backup, Blue colour looks premium and beautiful.Cons: Camera Good but not the best in the segment, Sound quality average, Not really a gaming phone, No alert slider.",Positive
बैटरी बैकअप कम है और की अपेक्षा,Neutral
"Overall a delightful purchase .Only point of concern,sellar has overpriced by INR 1000 against MRP,however get on MRP after so claimed deal of 4%.",Positive
"My name is Vaheed, I'm buying from Amazon past 4 months back OnePlus Nord ce 2 5 g mobile, Till now mobile not slip my hand to earth, but mobile touch not working properly, kindly suggest me, what I can do.",Positive
"The media could not be loaded.
                



 To give you a gist of the review, overall, the phone is 9.5/10.I'll talk about the specifics in this detailed review which shall give you the complete detailed aspect of the phone.1. DisplayThe display is quite vibrant. Brightness is great even in sunlight. Watching movies on netflix would be fun for you. Refresh rate of 90Hz works as a charm. Overall you won't find any issues with it.2. Processor & RamI have played quite decent games on it. Have run parallel apps at a single time. Couldn't find any lag in with this processor.3. BatteryYour phone charges from 20-100% in just 32 Mins. This 65 W charges is practically a blessing. I have screen time of around 6 hours. The battery lasts 24 hours very easily.4. CameraI don't use much of the camera but it is quite Okayish. Won't say excellent but will do the work.The front camera is quite good.5. Design & BodyThere is a little chin on the bottom of the phone which does not affect much to me but could have been improved. The back silver metallic finish bothers a lot as it shines like a mirror. Also, you will have small dots on the backpanel surface overtime. A cover can be used to minimise this effect. The only reason I reduced 0.5 in my rating is the back panel of the cellphone.6. Operating SystemLoved the operating System, pretty smooth, aesthetically pleasant, charm for your eyes.Overall this phone is a gem. You can always go for it.",Positive
